track_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence
5QnVC7RkK6AJi9d6qMsvDy,0.291,0.613,0.362,0.066,0.242,-11.924,0.0253,0.419
09q3ImHxfH10Fs6rEJ4G1S,0.128,0.916,0.53,9.44e-06,0.116,-8.869,0.142,0.429
2VLcBmrlROVlaGBkrpq1ts,0.191,0.848,0.758,0.0,0.084,-4.605,0.0554,0.851
44Xij9whwBXhpaSMKR98DP,0.00737,0.949,0.653,0.703,0.0611,-6.341,0.0589,0.713
7qOVMMY0couqt76ObwY947,0.0448,0.486,0.586,0.662,0.0676,-8.336,0.0315,0.858
6xXU23b32Z0L5HSZhBuYl0,0.0801,0.548,0.443,1.17e-05,0.113,-8.555,0.0456,0.565
5Qk72xAbHXMzOWL6gS5Gcp,2.56e-05,0.133,0.54,0.00805,0.114,-7.108,0.0339,0.233
18jbMG8etanCMt6C5wFRDa,0.325,0.504,0.407,0.0645,0.106,-14.462,0.21,0.403
09riz9pAPJyYYDVynE5xxY,0.224,0.83,0.698,1.02e-06,0.191,-6.517,0.077,0.595
4lPTMUHdCxq9DK2GaFSWwh,0.156,0.688,0.825,0.0,0.585,-3.003,0.0664,0.506
7qLs0IyUn6TrqgMzQ33SdH,0.979,0.396,0.23,0.000951,0.353,-10.803,0.0305,0.112
09sUyj8AMiB02CQFSjVCAl,0.72,0.515,0.895,0.0,0.898,-5.701,0.234,0.852
7qSVw0CNLYITWpYyCQZdc7,0.622,0.524,0.568,9.47e-05,0.095,-1.434,0.245,0.799
6JPLbh80zCpwbxiysUVlEm,0.624,0.589,0.742,0.0,0.773,-8.142,0.038,0.785
44ewce1oaRA9AfHPRenLCe,0.14,0.628,0.743,0.0,0.172,-5.735,0.312,0.463
4ldcxPVAtih8alepJTu8Hx,0.593,0.714,0.373,0.00202,0.0897,-8.01,0.0917,0.703
5Qnrgqy1pAm9GyNQOgyVFz,0.973,0.435,0.104,0.33,0.119,-22.39,0.0445,0.162
18ktv49kGNyDUFaXjDIQdy,0.601,0.443,0.645,0.0,0.549,-8.957,0.0475,0.515
5Qjz1w6gyWje58AK2u0IMV,0.0347,0.614,0.876,0.0,0.0809,-3.984,0.265,0.883
6JNgTjdCMt4lYqFfFaBtCr,0.983,0.37,0.13,0.917,0.119,-17.036,0.0293,0.0376
44b9YvonKgfbQuM36kpkW7,0.0182,0.617,0.98,0.96,0.0713,-6.348,0.0504,0.804
4lbPwb1Beo7JU2VwuJRTeR,0.178,0.676,0.935,0.0,0.839,-4.487,0.113,0.593
44alNkXsYnTyPnkMdohBcx,0.894,0.581,0.421,0.000491,0.119,-9.792,0.0245,0.433
6JOUzBzOut78ryNFuCc39k,0.968,0.51,0.164,0.00371,0.106,-14.807,0.0409,0.232
18lR4BzEs7e3qzc0KVkTpU,0.0092,0.627,0.935,0.0,0.147,-4.882,0.0324,0.287
5Qnc7ANm0fpGFdbxEvNBhe,0.0724,0.549,0.845,2.38e-05,0.11,-4.507,0.071,0.238
44ZKnfWEkp7wPs035j4Tua,0.431,0.816,0.492,0.0896,0.0995,-7.464,0.0752,0.765
18jeA7LiqGZK9ENA0KWVr1,0.318,0.795,0.447,4.21e-05,0.745,-7.027,0.279,0.512
6xX70UkLaZu8gCeE2k7MOK,0.718,0.794,0.426,1.89e-06,0.126,-10.204,0.148,0.146
6xcQRc6H2UdTX425C2YzNY,0.373,0.468,0.654,0.0,0.342,-6.662,0.113,0.428
18sytW2s53Of6NVudQyUlH,0.0985,0.672,0.52,1.28e-06,0.0365,-9.965,0.0407,0.551
6xW61JP2f3hcsbOwn7dzi5,0.281,0.709,0.635,6.59e-05,0.08,-3.836,0.118,0.61
44jqyyOwIdgYocw5CY7nYn,0.846,0.353,0.477,0.0,0.931,-8.726,0.0287,0.309
6JV2JOEocMgcZxYSZelKcc,0.0123,0.666,0.83,0.0,0.191,-5.715,0.0751,0.702
2VL573wd9nlqXYHaQoFXfV,0.346,0.495,0.794,0.45,0.117,-6.712,0.0303,0.193
6JQ74sFeqobYi4farF0HiZ,0.00753,0.662,0.801,0.0,0.109,-0.356,0.0534,0.161
7qUKdgAHOu9uVdgVOfLufJ,0.284,0.404,0.909,9.1e-06,0.639,-3.903,0.122,0.792
18tzQMno8nQ4ANYYRdMhqK,0.101,0.243,0.958,0.0,0.377,-1.654,0.11,0.443
6xcrYjTKuONMfC1Qoc6Bdy,0.0222,0.486,0.68,0.000132,0.171,-8.911,0.0313,0.532
09nwO5Lbi3buIIFtsQiwIM,0.0447,0.609,0.392,0.848,0.067,-10.35,0.0271,0.108
2VOnMNQWQ44OqHWwvXn5z6,0.672,0.493,0.595,1.18e-05,0.167,-8.075,0.415,0.321
7qWgCgThAwXXcpwoNbYERw,0.857,0.33,0.298,0.657,0.0854,-10.982,0.0344,0.0984
5Qv2Nby1xTr9pQyjkrc94J,0.531,0.67,0.478,0.428,0.138,-8.689,0.0355,0.0997
7qaUeAyg0eYYhHDCx58GXa,0.227,0.572,0.616,0.0,0.0728,-2.609,0.083,0.545
44mr3ypWNHa0inr3heiOb2,0.58,0.617,0.872,0.0,0.111,-2.963,0.0946,0.837
4lhqb6JvbHId48OUJGwymk,0.0309,0.545,0.78,4.64e-05,0.0828,-4.867,0.0436,0.458
7xT6Yg08Drpcv0UkFPrujH,0.682,0.742,0.382,0.0,0.187,-12.707,0.121,0.597
6xdLJrVj4vIXwhuG8TMopk,0.713,0.599,0.761,4.74e-06,0.349,-6.887,0.0421,0.712
6JQ1wnbuc4nLQtqTGRRwJM,0.6,0.846,0.909,0.018,0.134,-5.605,0.135,0.753
44t9rTRjK82lBbZwuePQOE,0.0322,0.731,0.853,0.0,0.0783,-3.479,0.156,0.901
5QxCDbF0Esq4UyoynHecAi,0.428,0.529,0.547,7.44e-05,0.107,-8.945,0.385,0.611
2VjXGuPVVxyhMgER3Uz2Fe,0.118,0.593,0.619,0.0,0.484,-9.003,0.0976,0.668
4leGurVmD94xHXxfbUfZZn,0.11,0.361,0.889,0.876,0.523,-5.278,0.0558,0.372
6xft4ovLvZ3gqNJdSlq7AF,0.55,0.598,0.488,0.00121,0.152,-6.822,0.03,0.579
2VYnlKxB8jpbCeLUjQsebc,0.185,0.587,0.286,0.0288,0.214,-8.839,0.0315,0.302
7qcFJsBZqOVNlsOZEoBJij,0.00977,0.484,0.57,1.41e-06,0.184,-6.841,0.0298,0.255
44pllb9f5QwcrD2kKc0gS0,0.547,0.566,0.695,0.0,0.923,-3.929,0.0284,0.334
18nFMgcfP9hMW4jADv0glr,0.92,0.469,0.256,0.955,0.11,-19.955,0.0268,0.206
09xpQPfKWdio1wx6v17dGa,0.0618,0.471,0.71,1.7e-06,0.338,-6.462,0.213,0.599
6JY1IdkZGeIcPegKxjSKeb,0.00206,0.662,0.739,0.0603,0.113,-5.354,0.0322,0.382
7qcXUzPwoxSBFxjTbNrV0B,0.816,0.299,0.399,0.00117,0.147,-12.176,0.0376,0.302
5QvPXwe9nHM44znzvGkZGz,0.826,0.716,0.298,0.648,0.153,-9.837,0.0365,0.311
4lriIG2vNqwDWzOj2I9rtj,0.00465,0.678,0.604,0.000936,0.278,-7.926,0.0962,0.374
2VkcrRCSaTORydPZVBv4i1,0.0997,0.542,0.618,0.0,0.414,-6.356,0.0324,0.397
6JfcpPmocs9fGNsQnWAkst,0.0334,0.364,0.906,0.689,0.0749,-7.455,0.18,0.15
18yZLabAj1liqEUcgxDgeJ,0.105,0.629,0.864,0.0,0.431,-4.179,0.059,0.678
4llK75pXNWZz6KAho2Gp16,0.228,0.651,0.663,0.0,0.0994,-5.569,0.0281,0.465
18zXw7VA97aovBwbxSpPqH,0.214,0.703,0.736,0.0,0.142,-4.818,0.283,0.727
5QvBXUm5MglLJ3iBfTX2Wo,0.296,0.36,0.391,0.000406,0.129,-10.6,0.0528,0.162
5QpaGzWp0hwB5faV8dkbAz,0.0367,0.558,0.719,0.0,0.115,-5.113,0.0267,0.371
5QorbtehcT6p4ryutgaBOA,0.146,0.469,0.656,0.0,0.223,-9.644,0.0452,0.492
4lkTP0wF3cqh2GTAvhKKWG,0.829,0.502,0.245,7.23e-06,0.476,-14.706,0.0454,0.571
6JUWHRh6JW3qR56gCl218U,0.822,0.497,0.401,0.93,0.285,-13.795,0.0297,0.127
2VYqgye3Wf9ySE4qYM3iJn,0.269,0.483,0.57,4.43e-05,0.0938,-7.245,0.0308,0.423
6JkGzGidP5ab742NDkYHMP,0.526,0.588,0.502,0.885,0.0872,-13.375,0.0337,0.172
2VOomzT6VavJOGBeySqaMc,0.0861,0.707,0.814,0.0,0.168,-4.509,0.0577,0.717
7xQg5QTx8eiQnsxEnfynPh,0.914,0.44,0.269,0.261,0.132,-10.769,0.0262,0.138
2VhjZAWryprYX1aS8GX0I9,0.511,0.63,0.277,0.0,0.696,-23.538,0.0775,0.698
190wUYxs5tl7szquPgPnGD,0.165,0.507,0.352,0.0,0.107,-10.675,0.222,0.32
7qjZnBKE73H4Oxkopwulqe,9.37e-05,0.436,0.723,8.82e-05,0.0929,-2.291,0.0301,0.235
2VlLbhGLVJgdOW7kKdWWFc,0.807,0.576,0.307,0.000355,0.0792,-12.732,0.0428,0.157
2VeLdiYiILcCOEV0izfzEW,0.152,0.44,0.676,0.0201,0.108,-7.57,0.0582,0.429
5QzEMqlBJiGuwaD1EGgcg6,0.0138,0.322,0.967,0.000546,0.277,-2.004,0.133,0.291
7qgVP1RmTu8Kg3MGsIl87D,0.0367,0.291,0.486,0.225,0.148,-5.313,0.038,0.166
190IqlryWu91WBKeDgZqZz,0.41,0.518,0.496,0.1,0.0999,-11.607,0.0292,0.281
6JecRcfUHZHdBLlBA8wd1t,0.337,0.554,0.536,0.0,0.207,-8.532,0.0285,0.56
6xi4KL7KDYjzz3wuvLBeOg,0.757,0.515,0.387,0.0,0.622,-10.614,0.192,0.408
6JVXVLqCPaodBSEwRFUN8w,0.135,0.796,0.543,0.0,0.134,-6.113,0.0593,0.52
6xqJ0XqDM9dVEW1jbm78wB,0.00806,0.677,0.83,3.35e-05,0.0788,-4.358,0.0452,0.829
09tfbr1Hp1NVfpq1NIl4w4,0.702,0.746,0.561,0.0,0.0767,-7.53,0.113,0.614
09x9v1o51dbqi5H0u7UGfp,0.742,0.631,0.387,0.000406,0.0822,-11.529,0.0262,0.832
4liXEhjIpF4gkQJfHOZcGW,0.0993,0.383,0.788,0.0,0.34,-5.603,0.28,0.708
6xYcBYStOnL5LJwJw0ZzdO,0.0333,0.475,0.762,0.107,0.0779,-7.249,0.0379,0.607
4llpWUJEWKHGVZzYv1nYid,0.91,0.491,0.362,0.881,0.118,-13.321,0.277,0.35
0A0IEulyZEsooA1HBVtmLE,0.234,0.848,0.31,0.0,0.0686,-14.308,0.124,0.46
09wF3z2AiwzG3zphYESF4r,0.0413,0.492,0.9,0.0,0.354,-5.091,0.201,0.845
44tmLBXv8yeKncEAGaefQy,0.239,0.666,0.895,1.15e-05,0.452,-5.684,0.131,0.899
18z8Px2zIsaQrtszgWdVZn,0.724,0.648,0.631,0.0,0.145,-7.067,0.181,0.772
0A1hoCfMLkiAgvhWkkucJa,0.0166,0.914,0.732,0.0,0.107,-6.1,0.241,0.469
2VtK0qgt408p1DhLRiZGRm,0.147,0.793,0.252,0.0,0.363,-12.635,0.0692,0.331
453KeZU566kjNfs1IH4yHU,0.581,0.217,0.526,0.0,0.747,-6.221,0.0319,0.185
5QzPYn26g8EU2JiaG6bYV3,0.326,0.353,0.539,0.00141,0.0963,-8.003,0.0283,0.176
4lwUIfJPyeKqGhG9KtHtIv,0.218,0.503,0.794,0.0,0.265,-4.228,0.0336,0.446
0A8YhNLcSp4FzFfLVpapF9,0.661,0.789,0.543,0.0,0.311,-6.941,0.393,0.627
6xqEi8MYklEc6N2sU61lqY,0.106,0.548,0.421,0.0,0.102,-11.099,0.301,0.162
6xqT3QC4Lo9ip19YcfWpaP,0.16,0.594,0.613,0.0,0.0391,-6.756,0.307,0.681
456WNXWhDwYOSf5SpTuqxd,0.0338,0.501,0.809,0.00602,0.119,-5.264,0.0938,0.258
190dGHiYz1z0g6I7TrJKMR,0.621,0.75,0.544,8e-06,0.113,-8.163,0.0289,0.54
5R43tAl5G6Vxm2dXZmCtDd,0.298,0.697,0.63,0.0,0.333,-7.059,0.0595,0.793
44wzfDUkZgcliIXgO8qTAr,0.00804,0.591,0.761,0.000142,0.662,-8.408,0.0272,0.699
0A9mHc7oYUoCECqByV8cQR,0.00107,0.675,0.868,0.715,0.374,-6.36,0.0392,0.0376
0A1JLUlkZkp2EFrosoNQi0,0.797,0.48,0.295,0.333,0.12,-15.512,0.0384,0.132
0A42bok6p29Jg3RxpKPrGg,0.768,0.565,0.259,4.65e-06,0.188,-10.701,0.472,0.603
7qfoq1JFKBUEIvhqOHzuqX,0.211,0.77,0.482,0.0,0.223,-9.529,0.351,0.441
4ltqfN12ohaVZdM6C45gMg,0.00305,0.415,0.748,0.0,0.0903,-5.008,0.0481,0.154
6Jm16UooTNtSeBpSxOam6v,0.169,0.865,0.506,0.0,0.11,-3.791,0.0973,0.456
1ntAtqZrXeVVGgSoXgME5G,0.115,0.559,0.842,0.0,0.412,-6.201,0.067,0.693
44wXefe8WB9Fd6xwtmAwbR,1.83e-05,0.401,0.953,2.56e-05,0.149,-4.276,0.0752,0.555
44ftNxH1WwJwGJ3LR5Nf2t,0.0866,0.753,0.696,0.0,0.0989,-4.275,0.315,0.53
5R0fvLUCqDbA2XJrk5h8sH,0.195,0.855,0.647,0.0,0.104,-4.063,0.0688,0.609
1nubAuF3oHXygmKJyrEmKL,0.255,0.813,0.459,0.0107,0.067,-13.823,0.0317,0.565
44wxmMPUTVi2Ua6FNedp1c,0.518,0.607,0.593,0.0,0.374,-12.396,0.0358,0.668
6xsEAm6w9oMQYYg3jkEkMT,0.0294,0.654,0.655,0.0,0.139,-7.388,0.106,0.221
194QWmi3n7OIbtnXzDd6Sx,2.66e-05,0.442,0.799,0.221,0.0967,-9.65,0.0335,0.421
0A2Ke8Z4gdSBjGEGPDxrh7,0.000247,0.565,0.783,0.7,0.643,-8.324,0.037,0.506
194wScwoGKGUcICF5KS5tr,0.079,0.653,0.666,0.00613,0.158,-7.951,0.254,0.226
2Vuib6lExBEm9cuVcBu7iZ,0.18,0.74,0.842,4.22e-06,0.695,-5.154,0.0255,0.889
4lwavw59UjXUPJZtKNdFYp,0.00036,0.626,0.799,0.00155,0.36,-6.612,0.0461,0.37
193Dm5SqYy3hTSbuzxbwKc,0.73,0.325,0.271,0.0,0.301,-8.069,0.0418,0.279
0A5irZb9hxsEVvaFAwN7zg,0.0328,0.691,0.674,0.000289,0.0418,-7.377,0.0291,0.219
2VtXANhW6YpAzsMDQCFkAv,0.00499,0.512,0.77,0.888,0.174,-5.932,0.0284,0.178
1ntP5FEZ7Qxi603D8do4ld,0.423,0.533,0.486,0.0245,0.204,-9.324,0.0341,0.0826
1913rwKfOrsp8R6CY37b7H,0.258,0.438,0.63,0.285,0.103,-8.986,0.0446,0.413
1nxebACXgKGhpB2DPs3qP0,0.000384,0.406,0.535,0.000154,0.125,-8.618,0.0262,0.0784
4lt0Ay3gio1ADzj2gL7W5J,0.156,0.648,0.905,7.23e-06,0.339,-4.319,0.0512,0.872
1nz3djMOxIYxOXZu2G1cxP,0.327,0.602,0.692,3e-06,0.141,-5.976,0.0401,0.397
5R4GSsB8cCiucgiabvefEO,0.807,0.448,0.503,0.0,0.315,-11.611,0.0371,0.547
7qlvxWIro20EkiUCxkB2gv,0.932,0.663,0.143,0.922,0.0822,-19.506,0.032,0.0371
6JofVjys3ju1PcFai4pYfb,0.0638,0.758,0.468,0.0,0.142,-9.295,0.073,0.197
6xqMSEmq116vcJqnFWfl4C,0.885,0.62,0.523,0.0,0.96,-8.638,0.0291,0.727
7qiZfU4dY1lWllzX7mPBI3,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,0.931
7xVSNhAUQhUIpwfR6lTOwA,0.665,0.825,0.574,4.94e-06,0.0751,-6.383,0.0485,0.824
44x52QgzCxa1VdrLLNZMaw,0.114,0.798,0.799,3.04e-06,0.14,-6.181,0.343,0.287
456hxgSVUAJVgPV0UncG68,0.233,0.909,0.899,0.00011,0.0686,-3.302,0.255,0.85
5R6hCi9TVatMsM0UNqhZKA,0.126,0.12,0.529,0.000187,0.381,-7.969,0.0353,0.105
6xudT1C5n47TeVlPXtf7xR,0.717,0.338,0.701,0.0,0.985,-8.109,0.0419,0.598
6Jfv50t68YZptOK2KXHUcy,0.462,0.694,0.675,0.0,0.0952,-7.561,0.13,0.457
2VyaGJJI8dOiv36F8vHZIL,0.0169,0.473,0.78,5.9e-06,0.291,-4.861,0.0358,0.261
0ADG9OgdVTL7fgREP75BrZ,0.00778,0.578,0.782,0.0,0.286,-4.825,0.0295,0.355
2Vkv0KeOvcm1GOfivwNgku,0.727,0.23,0.248,7.13e-05,0.362,-11.927,0.0351,0.0474
5R2Y1z0PEWOYn4FBa01MJd,0.441,0.535,0.31,1.86e-05,0.305,-11.714,0.0288,0.294
6JrhYqcWgNCZyMfgbTColq,0.107,0.824,0.495,0.00267,0.0976,-10.939,0.268,0.403
4m0q0xQ2BNl9SCAGKyfiGZ,0.202,0.619,0.792,0.0149,0.126,-5.711,0.0589,0.458
1o26elVBtgO5x7HHJWmAcx,0.587,0.615,0.587,0.00484,0.127,-5.918,0.0261,0.572
0AAMnNeIc6CdnfNU85GwCH,0.199,0.751,0.3,0.000341,0.127,-9.404,0.0584,0.0551
4m16hzhaFOMEWdNkX4HlPv,0.00138,0.518,0.97,0.0014,0.475,-2.85,0.14,0.621
196rNjJkKTjsk2NTEtJKLq,0.00236,0.371,0.696,3.12e-06,0.0857,-5.516,0.0294,0.209
2VxeLyX666F8uXCJ0dZF8B,0.371,0.577,0.385,0.0,0.231,-6.362,0.03,0.331
2Vy16OMt19FH30uQNTFdLk,0.235,0.499,0.728,0.0,0.686,-4.922,0.385,0.853
2VvkCrpM7hH0IiYTcSH5EG,0.0026,0.584,0.913,0.114,0.803,-4.675,0.0356,0.36
5R8dQOPq8haW94K7mgERlO,0.119,0.851,0.806,1.72e-06,0.121,-4.618,0.0787,0.774
457V49BhoC82JATzMaX7HJ,0.625,0.607,0.267,0.0,0.111,-12.865,0.0665,0.361
6xrTHtSg2SDBLilLxhbhof,0.0962,0.711,0.603,0.0,0.112,-7.815,0.0405,0.339
5R8XzDagArO2BwLIrQJTPf,0.198,0.708,0.614,0.0,0.177,-9.377,0.0581,0.957
2VyOpoblI3AHO6R8dr87Ia,0.0679,0.27,0.535,0.00225,0.143,-8.673,0.0329,0.336
6xvhSXEoxITSsoaYfkT4Hl,0.8,0.86,0.677,0.0,0.111,-5.286,0.299,0.573
45CPhDilfgK14IE7LbNvPh,0.0595,0.662,0.631,2.85e-06,0.131,-5.427,0.0641,0.402
199E1RRrVmVTQqBXih5qRC,0.0634,0.655,0.384,1.45e-06,0.0973,-8.29,0.0349,0.0384
7xWMwZ1Ngly2cPKNc41JGg,0.645,0.563,0.745,0.0,0.902,-7.359,0.0596,0.547
7xXukXL1vEs1odT77SeqSm,0.303,0.638,0.656,0.0,0.436,-4.637,0.0407,0.547
6xwhCiWXREsAIQVZqHswVw,0.98,0.206,0.0154,0.636,0.0662,-22.923,0.0426,0.116
6xyOKgVRttxqHvDTMmb2cD,0.348,0.793,0.897,0.0,0.305,-3.994,0.0333,0.975
19916uKFpyBCtTzaMoJwv1,0.0297,0.566,0.564,0.0102,0.0928,-7.397,0.032,0.133
0AFVVRX9PUIeYW0Aa0KbfA,0.709,0.656,0.377,0.00173,0.218,-12.47,0.112,0.543
4m2QuDurLmzP9ox7QESPpA,0.239,0.651,0.805,0.013,0.135,-9.304,0.0345,0.234
456hS1uLvaApIdoMyqg9e4,0.546,0.661,0.583,0.0,0.129,-5.988,0.158,0.428
6xsoxv6FtJSjAOBVwuZSGf,0.857,0.364,0.239,0.0,0.112,-11.335,0.0345,0.0391
2W0AJEbIC2vdZTV2nVSAsg,0.655,0.416,0.649,2.82e-06,0.12,-5.271,0.0385,0.474
5RBOcBpJXaNnHCGViJmYhh,0.000872,0.485,0.89,0.818,0.102,-5.992,0.0911,0.258
4m246z877ETJFBf1caWeMR,0.275,0.765,0.77,0.0,0.0757,-6.637,0.0919,0.693
199VZyR8ocDzCF7wKCtvkY,0.258,0.741,0.594,0.0,0.113,-6.654,0.229,0.271
0AFiCA2PR2muvJFza6tzFJ,0.672,0.681,0.798,0.0,0.0614,-5.616,0.039,0.797
6JuEshIRliNXRU1LXctRjZ,0.23,0.622,0.448,0.0,0.102,-10.709,0.0265,0.553
5R0E4hmTpz5XwNwEs8rB1S,0.00182,0.528,0.727,0.0,0.1,-2.35,0.0672,0.583
4lxGVzcUaSF5HW5jtWnShV,0.675,0.478,0.305,0.00139,0.169,-13.062,0.0306,0.0974
4m30cfL2qOwlFsuGqMOZ8k,0.779,0.773,0.635,0.412,0.0851,-12.355,0.0695,0.248
4lwMgDCVSK9CxH7vQgtASQ,0.0045,0.295,0.949,0.00725,0.332,-4.834,0.0614,0.212
6JueEDeufOyDKgZrJ5sHuQ,0.000416,0.478,0.949,0.0,0.0955,-3.936,0.0611,0.601
1o05ql6uP1ODDNqOJRdXc9,0.000102,0.472,0.999,0.196,0.33,-4.593,0.164,0.295
19D8LNpWwIPpi6hs9BG7dq,0.138,0.758,0.709,0.0,0.0765,-3.589,0.0447,0.529
6JpmtdVViFzkmpedNqgDps,0.238,0.698,0.671,0.0,0.11,-5.663,0.045,0.962
0AJTKW9fVFo3rIXbtTVE3T,0.000107,0.482,0.529,0.546,0.0839,-10.426,0.0271,0.0879
4m4aQLiPbWFyE07xRoJPhc,0.461,0.505,0.465,0.0,0.169,-6.599,0.0566,0.555
4m5S4wvLY031rN6beIWoRe,0.00326,0.533,0.526,0.00232,0.105,-7.218,0.0274,0.516
1o82DwNisONAd2mu1RcGE6,0.969,0.34,0.245,0.0992,0.0633,-13.352,0.0319,0.192
5RQyJnbaAbwFZuTOCqK80z,0.721,0.749,0.741,2.16e-06,0.108,-6.65,0.0585,0.878
0AGS6ZRgzobrazmCi6pYMe,0.666,0.962,0.787,5.74e-05,0.176,1.509,0.0554,0.968
5ROyrHNiEx9DeZ5SONjVbM,0.534,0.811,0.52,4.84e-05,0.0988,-7.977,0.0737,0.692
45BX8G2hWlI1bTbjzQLIQJ,0.353,0.478,0.648,0.0,0.945,-5.959,0.0275,0.294
6JtcSthPaFx2EYdodkWiJt,0.34,0.44,0.586,0.00486,0.13,-10.187,0.0315,0.375
1o844wI52S3TjXGBwvGcc7,0.0911,0.586,0.816,2.81e-06,0.235,-6.331,0.283,0.265
4m3uMuu1gYYjZPtZvTOe6t,0.000303,0.415,0.728,0.000106,0.595,-5.568,0.0303,0.703
6y1JKzkFrCvLZ4k9qbHP4t,0.348,0.725,0.668,0.0,0.137,-5.948,0.217,0.533
45DMSvUg2C8I2r7CBjfNM9,0.408,0.687,0.802,0.0,0.103,-6.682,0.0393,0.68
2W6Y0iBKZMVJcckiLxgnDF,0.406,0.692,0.692,0.0,0.227,-6.46,0.239,0.736
0ALoz6g7wHj8P6wAZvhJsN,0.429,0.36,0.59,0.921,0.0797,-11.508,0.0351,0.122
1oAwsWBovWRIp7qLMGPIet,0.0194,0.369,0.467,0.46,0.109,-9.018,0.0274,0.174
6JrmglKffvzzCZCtMEdUtk,0.789,0.186,0.385,0.0,0.157,-9.811,0.0332,0.0545
6y20BV5L33R8YXM0YuI38N,0.0368,0.509,0.584,9.96e-05,0.384,-4.907,0.057,0.685
5RTMpECEVHy3H9jtn7HKi5,0.47,0.849,0.54,0.0,0.115,-4.375,0.0387,0.737
6JvZyTg7LGjDw0v3LvXjub,0.223,0.655,0.562,0.000739,0.108,-12.809,0.0321,0.815
6Jw6uZbuI7k6ZPushXJNkj,0.449,0.708,0.681,0.0,0.29,-6.421,0.118,0.301
1oDAFTOXZGSQedBa6hXGhT,0.913,0.317,0.0205,0.775,0.17,-31.8,0.0351,0.0463
0AIpGG5dxEgnAymhdJRSZ0,0.0203,0.813,0.406,0.392,0.0757,-12.626,0.0662,0.755
19JKr3ZzvBTTNt93fTdKir,4.72e-06,0.301,0.805,0.419,0.245,-9.503,0.0397,0.602
7xb4eyJbEHf40TpJOdnEMt,0.505,0.834,0.435,0.0,0.0752,-8.479,0.0643,0.596
2W2eaLVKv9NObcLXlYRZZo,0.0309,0.331,0.946,5.62e-06,0.254,-4.599,0.0775,0.534
6JwaTNxG6ea3fbwEK7ovgf,0.049,0.651,0.801,0.00176,0.34,-5.499,0.0625,0.459
4m73pw2oGfhOfBsO5Vbf7f,0.369,0.602,0.479,4.81e-05,0.148,-10.297,0.0332,0.198
5RSPXG0yzk6KSKGEa94cMq,0.748,0.515,0.161,0.0,0.125,-14.829,0.0357,0.418
2W6NbFqmPaaKZgbuZ6uzAI,0.895,0.211,0.165,0.865,0.0845,-13.948,0.038,0.166
5RTtCd89bpX4lSRaYgKd8r,0.444,0.684,0.634,0.0,0.104,-8.024,0.432,0.767
0ANlcIDjiRRQkjxbRNvBi1,0.395,0.735,0.859,0.0,0.159,-4.9,0.328,0.837
1o7aArKOIkgCQucVQI7LvM,0.235,0.593,0.458,0.968,0.0989,-11.884,0.141,0.985
5RHOhXxMVhpEaBcG6hIydA,0.509,0.722,0.411,0.0,0.0976,-9.963,0.387,0.503
4m843BdVuNuFHgKNmoVL70,0.0322,0.748,0.654,0.00121,0.132,-6.637,0.0318,0.824
4m6IR4hTEFgDtVOPSK3vTO,0.544,0.749,0.804,0.0,0.0886,-5.68,0.284,0.812
2W1MqWGrxw0NZNAM7Qxa9q,0.000518,0.587,0.69,0.000293,0.432,-3.408,0.0331,0.653
19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,0.535
19Fcrc0nJiwMKom00gS9SW,0.113,0.88,0.775,0.00264,0.0943,-5.133,0.0953,0.284
2W3qpiaZx5fhMOIAmMmaH3,0.38,0.49,0.73,0.0,0.786,-6.192,0.107,0.766
6Jv7kjGkhY2fT4yuBF3aTz,0.361,0.387,0.595,1.1e-05,0.174,-5.67,0.0389,0.151
6Jy6p1xGv0n4c5hH0CH3VP,0.931,0.232,0.159,3.68e-05,0.105,-14.676,0.0329,0.0789
456jHlePrLkYsOlzG0tnHr,0.811,0.658,0.686,0.0,0.337,-6.282,0.0313,0.825
45Cz6p1oTe7CJfBCfiJ9HK,0.118,0.57,0.929,0.0,0.157,-5.627,0.0795,0.303
19KlZwqlT3fguP2BeHF1Q1,0.0513,0.562,0.917,0.0,0.488,-2.768,0.117,0.501
1o7lyj92sq1gdGivisSir2,0.75,0.283,0.455,0.825,0.114,-3.604,0.0348,0.525
45KMdPDdZTxcXW3lw10R70,0.902,0.474,0.0617,0.008,0.094,-16.859,0.0344,0.0709
45Ok4AREEWfPIBZ4ylCXK7,0.662,0.467,0.13,0.0,0.0711,-14.154,0.0513,0.231
6y2DHyCYf6azhUfXmnuH6w,0.00083,0.207,0.973,0.0158,0.318,-3.21,0.185,0.364
19GPhH5elpcr4gGZtriEsV,0.745,0.479,0.425,0.0,0.364,-8.116,0.0275,0.551
19OGSgFYtJZIDgj7auiSvn,0.789,0.514,0.291,0.0,0.159,-11.569,0.0289,0.135
4m8ttWM8IKXyhpv89E867J,0.362,0.436,0.76,0.955,0.13,-7.906,0.0374,0.504
1oFAF1hdPOickyHgbuRjyX,0.0215,0.65,0.825,2.44e-05,0.0936,-4.645,0.0325,0.593
6K4tPYL5rWqSQOuY3zhhht,0.134,0.681,0.873,0.0,0.404,-5.002,0.141,0.819
